county,fips,crime,GDP,ur,poverty
"St. Louis County, MO",29189,0.030196550403046356,110981280,3.1,9.7
"Saline County, MO",29195,0.025133344108614838,1307543,2.8,17.6
"Schuyler County, MO",29197,0.01603690685413005,181659,3,14.5
"Scotland County, MO",29199,0,240040,2.5,13.1
"Scott County, MO",29201,0.03563698595661147,2171417,3.2,15.1
"Shannon County, MO",29203,0.0128719723183391,186660,4.8,22.9
"Shelby County, MO",29205,0.010057270568515155,243371,2.7,15.3
"Stoddard County, MO",29207,0.02870780536382679,1355557,3.9,13.7
"Stone County, MO",29209,0.024800438730120042,1022710,4.6,12.3
"Sullivan County, MO",29211,0.015070154165944916,584615,3,12.9
"Taney County, MO",29213,0.034808579013553165,3554655,4.9,13.6
"Texas County, MO",29215,0.022272233431631226,713076,3.5,20.3
"Vernon County, MO",29217,0.05404598387578382,1136627,3.4,16.9
"Warren County, MO",29219,0.013418006760217146,1139674,3,8.6
"Washington County, MO",29221,0.03842120716412902,523236,4,19.7
"Wayne County, MO",29223,0.02375695487061733,273465,5.2,22.4
"Webster County, MO",29225,0.018367201086309168,1143696,2.9,12.9
"Worth County, MO",29227,0.0015353121801432957,68754,2.7,13.4
"Wright County, MO",29229,0.01041564792176039,577614,3.7,17.5
"St. Louis city, MO",29510,0.0909542033786968,38627738,3.5,20.1
"Beaverhead County, MT",30001,0.01181503361173355,583787,2.5,12.9
"Big Horn County, MT",30003,0.03950313339301701,1172313,3.9,21.7
"Blaine County, MT",30005,0.007361640594189562,257091,2.7,20.5
"Broadwater County, MT",30007,0.009581564584596726,276301,2.5,8.7
"Carbon County, MT",30009,0.006725918808551525,480009,2.6,10.6
"Carter County, MT",30011,0,55032,2,13.7
"Cascade County, MT",30013,0.05121446055356807,5345805,2.7,12.1
"Chouteau County, MT",30015,0.004269854824935952,436692,2.6,15
"Custer County, MT",30017,0.015717255717255716,644741,2.5,13.6
"Daniels County, MT",30019,0.0031019775106630476,122524,2,10.7
"Dawson County, MT",30021,0.01388092233566594,508430,2.3,12.7
"Deer Lodge County, MT",30023,0.0206707445686564,411766,3.2,13
"Fallon County, MT",30025,0.007046979865771812,255553,1.7,9.1
"Fergus County, MT",30027,0.019107188758461142,669911,2.9,11.2
"Flathead County, MT",30029,0.023659705191869648,6740480,2.9,9.9
"Gallatin County, MT",30031,0.023027672104620315,10649003,2.1,8.8
"Garfield County, MT",30033,0.0016207455429497568,62312,3.2,16.9
"Glacier County, MT",30035,0.05218097276551775,669878,4.7,28
"Golden Valley County, MT",30037,0.0023923444976076554,33003,2.3,16.4
"Granite County, MT",30039,0.01761252446183953,148423,4.7,11.6
"Hill County, MT",30041,0.0641049908511578,1019351,2.4,19
"Jefferson County, MT",30043,0.01583301021067597,350396,2.7,8.5
"Judith Basin County, MT",30045,0.004225352112676056,128275,2.5,13.7
"Lake County, MT",30047,0.03212683218665869,1144406,3.3,13.9
"Lewis and Clark County, MT",30049,0.029693948651980488,5132567,2.5,9.3
"Liberty County, MT",30051,0.007633587786259542,356857,2.1,16.5
"Lincoln County, MT",30053,0.009324427309813064,803816,5.1,15.2
"McCone County, MT",30055,0.0035587188612099642,108212,2.1,14.6
"Madison County, MT",30057,0.00914826498422713,713857,3.1,9.1
"Meagher County, MT",30059,0.004403131115459882,88967,2.5,13.8
"Mineral County, MT",30061,0.01514004542013626,144041,4,13.4
"Missoula County, MT",30063,0.041898521616015275,8201713,2.5,11.4
"Musselshell County, MT",30065,0.004997298757428417,467795,3.6,16.3
"Park County, MT",30067,0.025749637721547206,839874,2.6,11.3
"Petroleum County, MT",30069,0.005628517823639775,21270,3.7,13
"Phillips County, MT",30071,0.01557632398753894,173381,3.5,16.8
"Pondera County, MT",30073,0.011961722488038277,382880,2.6,19.3
"Powder River County, MT",30075,0.0011574074074074073,179816,2.6,11.7
"Powell County, MT",30077,0.020842194810718844,325178,3.2,16.8
"Prairie County, MT",30079,0.0045207956600361665,54032,2.1,13.4
"Ravalli County, MT",30081,0.01557051334036169,1708502,3,10.7
"Richland County, MT",30083,0.01653192842220002,1236513,2.3,9.5
"Roosevelt County, MT",30085,0.026924375422012155,546610,3.9,24.3
"Rosebud County, MT",30087,0.010478474940032824,1002175,3,20.2
"Sanders County, MT",30089,0.014147538617005918,485862,5.1,14.5
"Sheridan County, MT",30091,0.01585482330468004,222463,2.1,11.9
"Silver Bow County, MT",30093,0.03168469860896445,2091411,3.2,15.8
"Stillwater County, MT",30095,0.018590998043052837,765076,2.4,8.3
"Sweet Grass County, MT",30097,0.013207547169811321,292926,2,10
"Teton County, MT",30099,0.006491915727584518,370937,2.6,13.3
"Toole County, MT",30101,0.0164638511095204,528187,1.9,17
"Treasure County, MT",30103,0.003989361702127659,109630,2.4,12.6
"Valley County, MT",30105,0.0149915265284839,408806,2.4,15.4
"Wheatland County, MT",30107,0.010040160642570281,105871,3.3,18.5
"Wibaux County, MT",30109,7.390983000739098e-4,57076,2.5,12.7
"Yellowstone County, MT",30111,0.048392758931392395,13162748,2.4,9.9
"Adams County, NE",31001,0.03901636170006777,2732311,2.1,11.9
"Antelope County, NE",31003,0,874925,2.2,10.6
"Arthur County, NE",31005,0,29636,2.4,13.3
"Banner County, NE",31007,0.007633587786259542,56788,3.3,11.6
"Blaine County, NE",31009,0,43803,3.6,16.3
"Boone County, NE",31011,0.0026084121291164004,650616,1.6,9.7
"Box Butte County, NE",31013,0.020610419224697422,671143,2.3,12
"Boyd County, NE",31015,0,156563,2.6,12.6
"Brown County, NE",31017,0.002466920834267773,278750,2.1,11.6
"Buffalo County, NE",31019,0.026864675454697146,4610888,1.9,8.1
"Burt County, NE",31021,0.00288979377380796,439788,2.9,10.3
"Butler County, NE",31023,9.410657569697683e-4,564872,1.8,8.3
"Cass County, NE",31025,0.009355787222667736,1163311,2.3,6.6
"Cedar County, NE",31027,0.008142542389117732,637543,1.8,8.6
"Chase County, NE",31029,0.0042333019755409216,455667,2,9.8
"Cherry County, NE",31031,0.022404371584699455,444215,1.8,11
"Cheyenne County, NE",31033,0.027298399748980233,662098,2.3,12.3
"Clay County, NE",31035,0,510947,2.3,9.6
"Colfax County, NE",31037,0.008438818565400843,1041981,2,9.7
"Cuming County, NE",31039,0.004919405484613774,1154192,1.8,8.6
"Custer County, NE",31041,0.0058997050147492625,989068,2,8.9
"Dakota County, NE",31043,0.02801418439716312,2280332,2.8,13.6
"Dawes County, NE",31045,0.024131906529810003,366424,2.4,15.6
"Dawson County, NE",31047,0.016710642040457344,2192709,2.4,10.5
"Deuel County, NE",31049,0,110122,3.2,11.9
"Dixon County, NE",31051,0.004275696938600992,483388,1.9,8.4
"Dodge County, NE",31053,0.008925441553188621,3038811,2.4,9.8
"Douglas County, NE",31055,0.023119218709947934,68042820,2.6,11.5
"Dundy County, NE",31057,0.003426124197002141,243033,1.9,13.5
"Fillmore County, NE",31059,7.764979940468488e-4,571231,2,8.8
"Franklin County, NE",31061,7.898894154818325e-4,160198,2.1,12.6
"Frontier County, NE",31063,0.001682085786375105,177985,2.5,13.1
"Furnas County, NE",31065,0.009711393790179181,438327,1.9,12
"Gage County, NE",31067,0.013498520710059171,1486787,2.5,10.3
"Garden County, NE",31069,0,103571,2.5,15.9
"Garfield County, NE",31071,0.0033240997229916896,117170,2.2,10.9
"Gosper County, NE",31073,0,145756,2.2,8.9
"Grant County, NE",31075,0,40914,2,10.3
"Greeley County, NE",31077,0,184687,2.6,10.8
"Hall County, NE",31079,0.03695727903220698,5109690,2.3,10.8
"Hamilton County, NE",31081,0.008017723388543094,945881,1.9,7.4
"Harlan County, NE",31083,0,267801,1.9,10.1
"Hayes County, NE",31085,0,128804,2.1,13.5
"Hitchcock County, NE",31087,0.014252696456086287,233899,2.6,14.2
"Holt County, NE",31089,4.976609933313427e-4,918064,1.9,11.8
"Hooker County, NE",31091,0.0029411764705882353,39303,3.3,9.6
"Howard County, NE",31093,0.003965832824893227,317373,1.9,10.1
"Jefferson County, NE",31095,0.013028425655976677,626940,2.5,11
"Johnson County, NE",31097,5.708577137148566e-4,266350,3.2,12.9
"Kearney County, NE",31099,0.012498140157714626,563300,2,7.9
"Keith County, NE",31101,0.023812401788952012,536866,2,11.2
"Keya Paha County, NE",31103,0,47295,3.4,17.3
"Kimball County, NE",31105,0.004571776897287412,250570,2.1,12.3
"Knox County, NE",31107,0.003915343915343915,843934,2.4,13.7
"Lancaster County, NE",31109,0.0426457629607872,26934845,2.2,10.8
"Lincoln County, NE",31111,0.028565440009581698,3178522,2.3,12.5
"Logan County, NE",31113,0.0015174506828528073,44928,2.8,9.2
"Loup County, NE",31115,0,48694,3.7,16.6
"McPherson County, NE",31117,0,38493,4,12
"Madison County, NE",31119,0.012211556973514124,3125486,2.2,11.6
"Merrick County, NE",31121,0.004367934224049332,552321,1.9,9.3
"Morrill County, NE",31123,0.005010856856522465,448436,2.6,14.5
"Nance County, NE",31125,0.0011094674556213018,250252,2.3,11.3
"Nemaha County, NE",31127,0.0069404829815554285,1021516,2.5,11.8
"Nuckolls County, NE",31129,0.0131415819489214,441620,2.2,10.8
"Otoe County, NE",31131,0.012132092922039062,1661559,2.3,8
"Pawnee County, NE",31133,0.006314127861089187,171671,2.5,13.7
"Perkins County, NE",31135,0.008791760864104497,432072,2.1,9.3
"Phelps County, NE",31137,0.0016427104722792608,1091081,1.8,8.3
"Pierce County, NE",31139,0.004757373929590866,679801,2,9.2
"Platte County, NE",31141,0.01567504747867003,3736456,2,8.4
"Polk County, NE",31143,0.003660565723793677,442555,2.1,7.3
"Red Willow County, NE",31145,0.017616972911536275,785573,2,11.5
"Richardson County, NE",31147,0.014326308311626805,493287,2.3,11.1
"Rock County, NE",31149,0,128135,2.1,13.7
"Saline County, NE",31151,0.019797884285798713,1286100,2.5,10.5
"Sarpy County, NE",31153,0.019910636547164576,13050711,2.2,4.9
"Saunders County, NE",31155,0.007266654630799783,1100460,1.9,6.5
"Scotts Bluff County, NE",31157,0.03304621967010077,2258212,2.8,15.5
"Seward County, NE",31159,0.010786516853932584,1060423,1.9,6.9
"Sheridan County, NE",31161,0.01633930123413871,409323,2.1,14.6
"Sherman County, NE",31163,0.0024606299212598425,176813,2.4,12.3
"Sioux County, NE",31165,0.0017809439002671415,104634,2.2,14.4
"Stanton County, NE",31167,0,464982,2.1,7.2
"Thayer County, NE",31169,0.007232899359371771,598239,2,9.3
"Thomas County, NE",31171,0.002962962962962963,44358,4.4,13
"Thurston County, NE",31173,0.01754075124025514,662109,2.7,19.6
"Valley County, NE",31175,0.003416300634455832,408054,2.1,11.9
"Washington County, NE",31177,0.005427916335220626,1850653,2.2,6.1
"Wayne County, NE",31179,0.0102,806750,2.1,12.4
"Webster County, NE",31181,0.002345765892563922,430608,2.2,12.5
"Wheeler County, NE",31183,0,129269,2.6,12.8
"York County, NE",31185,0.01652892561983471,1286524,2.4,9.4
"Churchill County, NV",32001,0.02007038168529332,1549345,4.6,10.8
"Clark County, NV",32003,0.047956078818096645,178388313,5.4,12.9
"Douglas County, NV",32005,0.022448277954173156,3546982,4.7,8.2
"Elko County, NV",32007,0.02616189596799015,3493055,3.8,9
"Esmeralda County, NV",32009,0,57996,5.7,14.8
"Eureka County, NV",32011,0.04086021505376344,1611599,5.8,11.5
"Humboldt County, NV",32013,0.03740329242045256,1800202,4,10.4
"Lander County, NV",32015,0.034901892689703076,1078307,4.9,11.5
"Lincoln County, NV",32017,0,193642,5.3,13.9
"Lyon County, NV",32019,0.020969267518476362,2316703,5,9.6
"Mineral County, NV",32021,0.022276676319893073,256006,9.5,17.3
"Nye County, NV",32023,0.030599470634523212,2459930,6.9,15.4
"Pershing County, NV",32027,0.006137865911237016,430495,5.1,16.8
"Storey County, NV",32029,0.021520803443328552,2849631,5.6,7.4
"Washoe County, NV",32031,0.04040715793102204,40298753,4.4,9.9
"White Pine County, NV",32033,0.016035564023180123,870770,4.1,12.1
"Carson City, NV",32510,0.024555858499904486,4777092,4.4,10.4
"Belknap County, NH",33001,0.028413272816486753,3871336,2.1,8
"Carroll County, NH",33003,0.018006669136717304,3057923,2.2,8.8
"Cheshire County, NH",33005,0.014689854523053594,4968503,2.3,9
"Coos County, NH",33007,0.011841208541572014,1716064,2.6,13.5
"Grafton County, NH",33009,0.015002834837978107,9372986,2,9.4
"Hillsborough County, NH",33011,0.020019646319581686,36596890,2.4,6.5
"Merrimack County, NH",33013,0.016133717258972998,12899255,2,7.7
"Rockingham County, NH",33015,0.014507178938462687,31857875,2.4,5.4
"Strafford County, NH",33017,0.016837807092219954,7708282,2,9.3
"Sullivan County, NH",33019,0.007501844715913749,2051712,2.1,9.1
"Atlantic County, NJ",34001,0.041096285507241155,18726628,5.2,11.9
"Bergen County, NJ",34003,0.01479507472318066,100991060,3.6,6.6
"Burlington County, NJ",34005,0.017969850838356803,38658502,3.9,6.8
"Camden County, NJ",34007,0.03462971314659501,32624784,4.7,12.3
"Cape May County, NJ",34009,0.026608282196123056,7772540,7.9,9.4
"Cumberland County, NJ",34011,0.03884774437195951,8208721,6.7,17
"Essex County, NJ",34013,0.03047611854341525,71113706,5.1,14.2
"Gloucester County, NJ",34015,0.023621437172529788,18444021,4.2,8.4
"Hudson County, NJ",34017,0.025495136881921943,62202146,4,15.2
"Hunterdon County, NJ",34019,0.0041279669762641896,9529916,3.4,4.8
"Mercer County, NJ",34021,0.03314768519983545,53002639,4.1,10.6
"Middlesex County, NJ",34023,0.021842849459567305,83665033,4.2,8.6
"Monmouth County, NJ",34025,0.0188513721862473,50490009,3.9,6.7
"Morris County, NJ",34027,0.00890339410406932,71442386,3.5,4.8
"Ocean County, NJ",34029,0.015029049064807527,30149370,4.3,10
"Passaic County, NJ",34031,0.029185669536907145,27490190,5,13.9
"Salem County, NJ",34033,0.022552717167244354,7890950,5.5,10.6
"Somerset County, NJ",34035,0.012253266630967347,53270778,3.5,5.5
"Sussex County, NJ",34037,0.003964849335725242,6651473,4,5.4
"Union County, NJ",34039,0.028353725933281636,48582858,4.5,8.9
"Warren County, NJ",34041,0.012135599973437812,5757520,4,8.3
"Bernalillo County, NM",35001,0.0695027390608849,50934260,3.4,13.5
"Catron County, NM",35003,0,140486,5.3,18.6
"Chaves County, NM",35005,0.05233001079296552,2640976,3.6,20.1
"Cibola County, NM",35006,0.012594271278374262,789388,4.9,23.7
"Colfax County, NM",35007,0.014412053717654767,602844,3.5,17.8
"Curry County, NM",35009,0.03576061937643858,4072131,2.9,18.9
"De Baca County, NM",35011,0.01646090534979424,115063,3.9,18
"Dona Ana County, NM",35013,0.054048297345509734,10565364,4.3,19.8
"Eddy County, NM",35015,0.03998586952864785,9988981,2.8,16.5
"Grant County, NM",35017,0.005059328819975249,1590568,3.9,19.9
"Guadalupe County, NM",35019,0.023461708720672863,238071,4,24.9
"Harding County, NM",35021,0,48515,2.7,15.1
"Hidalgo County, NM",35023,0.017557251908396947,254960,4.3,24
"Lea County, NM",35025,0.05612744412431117,10425806,3.1,17
"Lincoln County, NM",35027,0.002098379855553387,848868,3.3,16.2
"Los Alamos County, NM",35028,0.005967336683417085,3487702,1.6,3.8
"Luna County, NM",35029,0,1154999,10.3,26.4
"McKinley County, NM",35031,0.03454609060696169,2879914,4.8,34.3
"Mora County, NM",35033,0.007450891849175886,143774,6.1,20.9
"Otero County, NM",35035,0.0210482337348009,3581645,3.9,19.4
"Quay County, NM",35037,0.0053084817742125754,369110,3.5,22.8
"Rio Arriba County, NM",35039,0.0022815577844040843,1290272,3.7,18.5
"Roosevelt County, NM",35041,0.02646793613748475,879243,3.4,19.3
"Sandoval County, NM",35043,0.02166323059149428,5389854,3.4,11.7
"San Juan County, NM",35045,0.04236900153993424,6822347,4.2,19.9
"San Miguel County, NM",35047,0.020683071701315232,854409,4.5,24.7
"Santa Fe County, NM",35049,0.05350940878676687,9278913,3.3,12.2
"Sierra County, NM",35051,0.02651215872179791,396109,5.7,23.5
"Socorro County, NM",35053,0.010299566664573259,646286,4.1,25.2
"Taos County, NM",35055,0.0167747514051016,1352954,4.3,18.5
"Torrance County, NM",35057,0.019062142584826535,763128,4.5,23
"Union County, NM",35059,0.0030449124587668104,166981,3.4,18.4
"Valencia County, NM",35061,0.032298859296355314,2295699,3.9,17.3
"Albany County, NY",36001,0.043314126145512326,43408101,3.2,12.9
"Allegany County, NY",36003,0.013108942519332282,1771297,4.2,15
"Bronx County, NY",36005,Inf,54590609,6.7,27.7
"Broome County, NY",36007,0.033468855775590396,11167651,3.7,16.8
"Cattaraugus County, NY",36009,0.023683453926877186,3596355,4.1,18.6
"Cayuga County, NY",36011,0.025384716559252927,3813803,3.5,13.3
"Chautauqua County, NY",36013,0.026730660267306604,6059833,4,16.7
"Chemung County, NY",36015,0.01795824288943093,4544209,3.7,16.9
"Chenango County, NY",36017,0.013866429495472187,2835071,3.4,14.3
"Clinton County, NY",36019,0.022521269443864896,4716927,3.4,13.7
"Columbia County, NY",36021,0.013708094961722355,3342326,3,13.7
"Cortland County, NY",36023,0.03694335080883703,2303559,4.1,16
"Delaware County, NY",36025,0.015607383663092738,2825403,3.9,16.3
"Dutchess County, NY",36027,0.018074860776032133,18442506,3,8
"Erie County, NY",36029,0.03604088007578846,78078128,3.5,14.1
"Essex County, NY",36031,0.014808598859737888,2146542,3.5,13
"Franklin County, NY",36033,0.026469098277608915,2556956,3.7,14.6
"Fulton County, NY",36035,0.021245901639344263,2347890,3.8,14
"Genesee County, NY",36037,0.027259090673977138,3290075,3.2,10.4
"Greene County, NY",36039,0.004078097369085857,3147789,3.5,13.5
"Hamilton County, NY",36041,0.00793343653250774,292835,5,10.6
"Herkimer County, NY",36043,0.02519503982918617,2200564,3.8,14.1
"Jefferson County, NY",36045,0.027048488343906985,8037177,4.1,13.3
"Kings County, NY",36047,Inf,135980292,5.1,19.1
"Lewis County, NY",36049,0.010292062842926763,1539679,4.1,11
"Livingston County, NY",36051,0.01518476117789226,2886448,3.5,11.3
"Madison County, NY",36053,0.027623739012447645,3053109,3.7,11
"Monroe County, NY",36055,0.03816512992565762,59627912,3.4,13.1
"Montgomery County, NY",36057,0.017838194958858036,2509562,4.3,15.8
"Nassau County, NY",36059,0.015807831911202913,124416745,3.1,5.8
"New York County, NY",36061,0.05220793045589686,938995155,4.5,16.5
"Niagara County, NY",36063,0.02697565855285095,12638329,3.9,13.8
"Oneida County, NY",36065,0.04035342946386548,14081730,3.5,15.7
"Onondaga County, NY",36067,0.029632726679578447,39606443,3.3,13.6
"Ontario County, NY",36069,0.01919112883549139,8151573,3.2,8.2
"Orange County, NY",36071,0.018262431330045008,26013610,3.5,12.7
"Orleans County, NY",36073,0.014778325123152709,1721641,3.6,11.7
"Oswego County, NY",36075,0.024567153760944448,8531465,4,14.9
"Otsego County, NY",36077,0.012923528153738047,3273476,4,14.2
"Putnam County, NY",36079,0.005818920936423567,5018777,2.8,7.3
"Rensselaer County, NY",36083,0.02304755891047903,14046834,3.2,12.4
"Rockland County, NY",36087,0.014463534130830678,23087966,3,15.2
"St. Lawrence County, NY",36089,0.02240438162803948,6080142,4.3,19
"Saratoga County, NY",36091,0.018701003449357167,14870710,2.7,7.2
"Schenectady County, NY",36093,0.04349308487226696,11308892,3.5,14
"Schoharie County, NY",36095,0.010211524434719184,1275861,4.2,13.5
"Schuyler County, NY",36097,0.007541392606033114,683763,3.7,13.3
"Seneca County, NY",36099,0.02348649300530632,1947693,3.4,14.1
"Steuben County, NY",36101,0.014593762388103733,5630923,3.8,14.2
"Suffolk County, NY",36103,0.005447790977928414,131773969,3.3,7
"Sullivan County, NY",36105,0.013726118932114154,4165178,3.3,14.5
"Tioga County, NY",36107,0.010131391483299034,1759517,3.3,13.3
"Tompkins County, NY",36109,0.02768274577427773,7388818,3.1,15.7
"Ulster County, NY",36111,0.011011265002848566,9905383,3.4,12.7
"Warren County, NY",36113,0.015561637268023731,6217252,3.5,10.5
"Washington County, NY",36115,0.012758827417644074,2499838,3.2,11.5
"Wayne County, NY",36117,0.021858833672989495,4803461,3.2,11
"Westchester County, NY",36119,0.01502475064930337,111315719,3,9.3
"Wyoming County, NY",36121,0.010574933117964766,2236084,3.6,10.6
"Yates County, NY",36123,0.005894736842105263,1278042,3.1,12.3
"Alamance County, NC",37001,0.04220382307179373,8624438,3.5,12.5
"Alexander County, NC",37003,0.019122917407599922,1132982,3.5,12.4
"Alleghany County, NC",37005,0.011199294532627866,386336,4.2,16.3
"Anson County, NC",37007,0.04896918545870148,1064272,4.4,24.1
"Ashe County, NC",37009,0.014672603839696327,994733,3.1,15.3
"Avery County, NC",37011,0.017437539305928763,825684,3.3,15.9
"Beaufort County, NC",37013,0.016612414412391963,2257870,4,19.3
"Bertie County, NC",37015,0.01690370715784565,745941,4.7,24.3
"Bladen County, NC",37017,0.02278815941789317,1781611,4.7,19.3
"Brunswick County, NC",37019,0.02100777790182725,7597029,4,10.3
"Buncombe County, NC",37021,0.03323989222238743,20220385,2.9,12.9
"Burke County, NC",37023,0.02083573819692947,3439607,3.3,15.9
"Cabarrus County, NC",37025,0.015313770831672116,11532961,3.3,9.1
"Caldwell County, NC",37027,0.02836257670984232,3135496,3.3,13.6
"Camden County, NC",37029,0.012531767592673736,232615,2.9,8
"Carteret County, NC",37031,0.031064562491995504,3452629,3.3,10.6
"Caswell County, NC",37033,0.008628408628408628,451008,3.5,16.5
"Catawba County, NC",37035,0.020875693091110935,11904902,3.4,11.9
"Chatham County, NC",37037,0.019986083191588063,2608321,3.1,8.4
"Cherokee County, NC",37039,0.0334494073528427,1078520,3.8,14.6
"Chowan County, NC",37041,0.016487811811527253,711275,3.4,15.1
"Clay County, NC",37043,0.023177412557943533,297550,3.4,12.1
"Cleveland County, NC",37045,0.024138982598585778,5627368,3.8,17.2
"Columbus County, NC",37047,0.015471469594264617,1878593,4.1,20.1
"Craven County, NC",37049,0.02856663905652191,6544328,3.6,15.5
"Cumberland County, NC",37051,0.03752111043084504,22990968,4.5,15.3
"Currituck County, NC",37053,0.019670715915397423,1119697,2.9,7.8
"Dare County, NC",37055,0.026289785729144997,3108412,4.2,8.9
"Davidson County, NC",37057,0.004527447651386531,6758716,3.5,14
"Davie County, NC",37059,0.03203855421686747,1823557,3.2,9.7
"Duplin County, NC",37061,0.02574603868864192,2673018,3.3,19.8
"Durham County, NC",37063,0.05253544141145741,48904252,3.1,10.6
"Edgecombe County, NC",37065,0.023136773136773137,1984522,5.5,22.6
"Forsyth County, NC",37067,0.05712996665952956,33427634,3.7,14.8
"Franklin County, NC",37069,0.005711195526010341,2644158,3.3,11.3
"Gaston County, NC",37071,0.034721024082950046,10537416,3.5,13.5
"Gates County, NC",37073,0.013185157280090412,237464,3.6,14
"Graham County, NC",37075,0.021682771623851047,295739,3.5,16.9
"Granville County, NC",37077,0.020826319080371313,4751516,3.4,11.4
"Greene County, NC",37079,0.019930802592466254,552177,3,22
"Guilford County, NC",37081,0.04741860310989229,43867928,3.9,14.8
"Halifax County, NC",37083,0.03350219942877395,1800154,5.3,25.5
"Harnett County, NC",37085,0.02550507358990767,3686741,3.8,13.7
"Haywood County, NC",37087,0.02808831314420951,2475495,3.2,11
"Henderson County, NC",37089,0.01674371690342103,5753027,2.8,10.6
"Hertford County, NC",37091,0.02199135880382543,1025553,4.2,22.7
"Hoke County, NC",37093,0.02664005712507095,1527451,4.3,18.5
"Hyde County, NC",37095,0,217431,6.2,23.3
"Iredell County, NC",37097,0.03128286669889992,13157483,3.2,9.2
"Jackson County, NC",37099,0.019562609578296575,2047574,3.6,17
"Johnston County, NC",37101,0.01714597012357714,10577480,3,10.8
"Jones County, NC",37103,0.009695141656791985,270482,3.6,19.1
"Lee County, NC",37105,0.00548270319799318,3652293,3.6,14.7
"Lenoir County, NC",37107,0.02542832642060867,3481116,3.9,23.1
"Lincoln County, NC",37109,0.02365640551463331,4274427,3.1,10.7
"McDowell County, NC",37111,0.026586735603494383,2579825,3.4,15.1
"Macon County, NC",37113,0.016376026740600628,2040537,3.3,13.5
"Madison County, NC",37115,0.005439709882139619,565390,3,13.8
"Martin County, NC",37117,0.03667779482089687,770454,4,19.7
"Mecklenburg County, NC",37119,0.05466711349611594,171260237,3.5,10.2
"Mitchell County, NC",37121,0.001644736842105263,811923,3.3,14.8
"Montgomery County, NC",37123,0.023769230769230768,1425972,3.7,15.6
"Moore County, NC",37125,0.01930000644561284,5485542,3.5,10.5
"Nash County, NC",37127,0.02736342805174889,6748169,4.5,14.4
"New Hanover County, NC",37129,0.03759169342145365,19610767,3.4,12.1
"Northampton County, NC",37131,1.1777869383428538e-4,646983,4.7,20.7
"Onslow County, NC",37133,0.013455434276302204,11858614,3.7,12.4
"Orange County, NC",37135,0.03347933080503136,12293667,3.1,11.7
"Pamlico County, NC",37137,0.025263496661034678,381872,3.7,15
"Pasquotank County, NC",37139,0.03175450948022626,2136918,4,15.5
"Pender County, NC",37141,0.015647907564123036,2385269,3.3,11.4
"Perquimans County, NC",37143,0.016220812348747466,394020,3.6,15.1
"Person County, NC",37145,0.030166523257579594,1747536,3.3,14.3
"Pitt County, NC",37147,0.042131162308853005,11865912,4.1,19.4
"Polk County, NC",37149,0.01579724409448819,695538,3.1,12.8
"Randolph County, NC",37151,0.021086900725410997,5431688,3.5,15.5
"Richmond County, NC",37153,0.04640972700160587,2432765,3.9,22.6
"Robeson County, NC",37155,0.067351939281659,4846358,5,27.7
"Rockingham County, NC",37157,0.030797866008722093,3626340,3.9,13.6
"Rowan County, NC",37159,0.02542893469906713,7588196,3.4,14.6
"Rutherford County, NC",37161,0.019524305768405567,2375907,4.1,15.2
"Sampson County, NC",37163,0.024618743482794577,2300282,3.9,18.5
"Scotland County, NC",37165,0.041002410198333186,1467292,5.3,28.6
"Stanly County, NC",37167,0.020442722238325526,2554102,3.1,11
"Stokes County, NC",37169,0.0037926410191936972,1535776,3.2,10.5
"Surry County, NC",37171,0.011293907160728513,3408387,3.2,13.9
"Swain County, NC",37173,0.04880678550891317,851264,3.3,15.6
"Transylvania County, NC",37175,0.01592366184583271,2197062,3.2,12.5
"Tyrrell County, NC",37177,0.02254707631318137,141902,5.7,21.4
"Union County, NC",37179,0.024092080047752193,12165621,3.1,8.4
"Vance County, NC",37181,0.057800438387496426,1588441,4.6,23.2
"Wake County, NC",37183,0.030044713197487298,119859687,3,7.2
"Warren County, NC",37185,0.025340715502555365,376446,4.5,20.3
"Washington County, NC",37187,0.016642933428266286,344665,5,22.6
"Watauga County, NC",37189,0.013901827302042279,2987204,3.3,18.6
"Wayne County, NC",37191,0.043419105767104886,6339867,3.7,17.1
"Wilkes County, NC",37193,0.02013940337773477,3094738,3.7,16.3
"Wilson County, NC",37195,0.03049960309585235,4974884,4.7,18.8
"Yadkin County, NC",37197,0.022580387776270645,1204922,3.2,12.9
"Yancey County, NC",37199,0.0064254489914151785,553898,3.3,15.9
"Adams County, ND",38001,0.005258126195028681,116826,1.9,11.8
"Barnes County, ND",38003,0.019116555308092056,934404,2.1,11.5
"Benson County, ND",38005,0.003318777292576419,373444,3,22.7
"Billings County, ND",38007,0.006548175865294668,170984,1.7,10.5
"Bottineau County, ND",38009,0.005720169317011784,600792,2.4,10.8
"Bowman County, ND",38011,0.007067137809187279,255256,1.4,9.5
"Burke County, ND",38013,0.006539000467071462,295678,1.6,9
"Burleigh County, ND",38015,0.040809605077996344,7287459,1.9,7.7
"Cass County, ND",38017,0.050777077947356336,17707863,1.8,9.7
"Cavalier County, ND",38019,0.007042253521126761,537642,2.7,9.2
"Dickey County, ND",38021,0.004465191800284148,560268,1.7,11.5
"Divide County, ND",38023,0.005560704355885079,243070,1.6,9.8
"Dunn County, ND",38025,0.015265265265265265,2120408,1.8,11.2
"Eddy County, ND",38027,0.0038272279934390375,183056,2.8,11.5
"Emmons County, ND",38029,0.013504074505238649,227481,4.2,13.7
